side,side,eta,phi,sector,TwinMux,TwinMux_link,TwinMux_bit,ring,BLANK
1,1,10,31,6,YB+1_S6,7,40,1,BLANK
-1,-1,11,31,6,YB-2_S6,7,43,-2,BLANK
1,1,11,31,6,YB+2_S6,7,43,2,BLANK
-1,-1,12,31,6,YB-2_S6,7,40,-2,BLANK
1,1,12,31,6,YB+2_S6,7,40,2,BLANK
-1,-1,13,31,6,YB-2_S6,7,37,-2,BLANK
1,1,13,31,6,YB+2_S6,7,37,2,BLANK
-1,-1,14,31,6,YB-2_S6,7,34,-2,BLANK
1,1,14,31,6,YB+2_S6,7,34,2,BLANK
-1,-1,15,31,6,YB-2_S6,7,31,-2,BLANK
1,1,15,31,6,YB+2_S6,7,31,2,BLANK
-1,-1,1,32,6,YB0_S6,7,46,0,BLANK
1,1,1,32,6,YB0_S6,6,12,0,BLANK
-1,-1,2,32,6,YB0_S6,6,13,0,BLANK
1,1,2,32,6,YB0_S6,6,11,0,BLANK
-1,-1,3,32,6,YB0_S6,7,45,0,BLANK
1,1,3,32,6,YB0_S6,6,10,0,BLANK
-1,-1,4,32,6,YB0_S6,7,44,0,BLANK
1,1,4,32,6,YB0_S6,7,32,0,BLANK
-1,-1,5,32,6,YB-1_S6,6,6,-1,BLANK
1,1,5,32,6,YB+1_S6,6,6,1,BLANK
-1,-1,6,32,6,YB-1_S6,6,3,-1,BLANK
1,1,6,32,6,YB+1_S6,6,3,1,BLANK
-1,-1,7,32,6,YB-1_S6,6,0,-1,BLANK
1,1,7,32,6,YB+1_S6,6,0,1,BLANK
-1,-1,8,32,6,YB-1_S6,7,35,-1,BLANK
1,1,8,32,6,YB+1_S6,7,35,1,BLANK
-1,-1,9,32,6,YB-1_S6,7,32,-1,BLANK
1,1,9,32,6,YB+1_S6,7,32,1,BLANK
-1,-1,10,32,6,YB-1_S6,7,29,-1,BLANK
1,1,10,32,6,YB+1_S6,7,29,1,BLANK
-1,-1,11,32,6,YB-2_S6,6,12,-2,BLANK
1,1,11,32,6,YB+2_S6,6,12,2,BLANK
-1,-1,12,32,6,YB-2_S6,6,9,-2,BLANK
1,1,12,32,6,YB+2_S6,6,9,2,BLANK
-1,-1,13,32,6,YB-2_S6,6,6,-2,BLANK
1,1,13,32,6,YB+2_S6,6,6,2,BLANK
-1,-1,14,32,6,YB-2_S6,6,3,-2,BLANK
1,1,14,32,6,YB+2_S6,6,3,2,BLANK
-1,-1,15,32,6,YB-2_S6,6,0,-2,BLANK
1,1,15,32,6,YB+2_S6,6,0,2,BLANK
-1,-1,1,33,6,YB0_S6,7,39,0,BLANK
1,1,1,33,6,YB0_S6,6,6,0,BLANK
-1,-1,2,33,6,YB0_S6,6,7,0,BLANK
1,1,2,33,6,YB0_S6,6,1,0,BLANK
-1,-1,3,33,6,YB0_S6,7,40,0,BLANK
1,1,3,33,6,YB0_S6,6,0,0,BLANK
-1,-1,4,33,6,YB0_S6,7,38,0,BLANK
1,1,4,33,6,YB0_S6,7,29,0,BLANK
-1,-1,5,33,6,YB-1_S6,6,7,-1,BLANK
1,1,5,33,6,YB+1_S6,6,7,1,BLANK
-1,-1,6,33,6,YB-1_S6,6,4,-1,BLANK
1,1,6,33,6,YB+1_S6,6,4,1,BLANK
-1,-1,7,33,6,YB-1_S6,6,1,-1,BLANK
1,1,7,33,6,YB+1_S6,6,1,1,BLANK
-1,-1,8,33,6,YB-1_S6,7,36,-1,BLANK
1,1,8,33,6,YB+1_S6,7,36,1,BLANK
-1,-1,9,33,6,YB-1_S6,7,33,-1,BLANK
1,1,9,33,6,YB+1_S6,7,33,1,BLANK
-1,-1,10,33,6,YB-1_S6,7,30,-1,BLANK
1,1,10,33,6,YB+1_S6,7,30,1,BLANK
-1,-1,11,33,6,YB-2_S6,6,13,-2,BLANK
1,1,11,33,6,YB+2_S6,6,13,2,BLANK
-1,-1,12,33,6,YB-2_S6,6,10,-2,BLANK
1,1,12,33,6,YB+2_S6,6,10,2,BLANK
-1,-1,13,33,6,YB-2_S6,6,7,-2,BLANK
1,1,13,33,6,YB+2_S6,6,7,2,BLANK
-1,-1,14,33,6,YB-2_S6,6,4,-2,BLANK
1,1,14,33,6,YB+2_S6,6,4,2,BLANK
-1,-1,15,33,6,YB-2_S6,6,1,-2,BLANK
1,1,15,33,6,YB+2_S6,6,1,2,BLANK
-1,-1,1,34,6,YB0_S6,7,36,0,BLANK
1,1,1,34,6,YB0_S6,6,3,0,BLANK
-1,-1,2,34,6,YB0_S6,6,4,0,BLANK
1,1,2,34,6,YB0_S6,6,5,0,BLANK
-1,-1,3,34,6,YB0_S6,7,37,0,BLANK
1,1,3,34,6,YB0_S6,6,2,0,BLANK
-1,-1,4,34,6,YB0_S6,7,35,0,BLANK
1,1,4,34,6,YB0_S6,7,30,0,BLANK
-1,-1,5,34,6,YB-1_S6,6,8,-1,BLANK
1,1,5,34,6,YB+1_S6,6,8,1,BLANK
-1,-1,6,34,6,YB-1_S6,6,5,-1,BLANK
1,1,6,34,6,YB+1_S6,6,5,1,BLANK
-1,-1,7,34,6,YB-1_S6,6,2,-1,BLANK
1,1,7,34,6,YB+1_S6,6,2,1,BLANK
-1,-1,8,34,6,YB-1_S6,7,37,-1,BLANK
1,1,8,34,6,YB+1_S6,7,37,1,BLANK
-1,-1,9,34,6,YB-1_S6,7,34,-1,BLANK
1,1,9,34,6,YB+1_S6,7,34,1,BLANK
-1,-1,10,34,6,YB-1_S6,7,31,-1,BLANK
1,1,10,34,6,YB+1_S6,7,31,1,BLANK
-1,-1,11,34,6,YB-2_S6,6,14,-2,BLANK
1,1,11,34,6,YB+2_S6,6,14,2,BLANK
-1,-1,12,34,6,YB-2_S6,6,11,-2,BLANK
1,1,12,34,6,YB+2_S6,6,11,2,BLANK
-1,-1,13,34,6,YB-2_S6,6,8,-2,BLANK
1,1,13,34,6,YB+2_S6,6,8,2,BLANK
-1,-1,14,34,6,YB-2_S6,6,5,-2,BLANK
1,1,14,34,6,YB+2_S6,6,5,2,BLANK
-1,-1,15,34,6,YB-2_S6,6,2,-2,BLANK
1,1,15,34,6,YB+2_S6,6,2,2,BLANK
-1,-1,1,35,7,YB0_S7,7,51,0,BLANK
1,1,1,35,7,YB0_S7,6,22,0,BLANK
-1,-1,2,35,7,YB0_S7,6,23,0,BLANK
1,1,2,35,7,YB0_S7,6,17,0,BLANK
-1,-1,3,35,7,YB0_S7,7,52,0,BLANK
1,1,3,35,7,YB0_S7,6,16,0,BLANK
-1,-1,4,35,7,YB0_S7,7,50,0,BLANK
1,1,4,35,7,YB0_S7,7,33,0,BLANK
-1,-1,5,35,7,YB-1_S7,6,17,-1,BLANK
1,1,5,35,7,YB+1_S7,6,17,1,BLANK
-1,-1,6,35,7,YB-1_S7,6,14,-1,BLANK
1,1,6,35,7,YB+1_S7,6,14,1,BLANK
-1,-1,7,35,7,YB-1_S7,6,11,-1,BLANK
1,1,7,35,7,YB+1_S7,6,11,1,BLANK
-1,-1,8,35,7,YB-1_S7,7,46,-1,BLANK
1,1,8,35,7,YB+1_S7,7,46,1,BLANK
-1,-1,9,35,7,YB-1_S7,7,43,-1,BLANK
1,1,9,35,7,YB+1_S7,7,43,1,BLANK
-1,-1,10,35,7,YB-1_S7,7,40,-1,BLANK
1,1,10,35,7,YB+1_S7,7,40,1,BLANK
-1,-1,11,35,7,YB-2_S7,7,43,-2,BLANK
1,1,11,35,7,YB+2_S7,7,43,2,BLANK
-1,-1,12,35,7,YB-2_S7,7,40,-2,BLANK
1,1,12,35,7,YB+2_S7,7,40,2,BLANK
-1,-1,13,35,7,YB-2_S7,7,37,-2,BLANK
1,1,13,35,7,YB+2_S7,7,37,2,BLANK
-1,-1,14,35,7,YB-2_S7,7,34,-2,BLANK
1,1,14,35,7,YB+2_S7,7,34,2,BLANK
-1,-1,15,35,7,YB-2_S7,7,31,-2,BLANK
1,1,15,35,7,YB+2_S7,7,31,2,BLANK
-1,-1,1,36,7,YB0_S7,7,48,0,BLANK
1,1,1,36,7,YB0_S7,6,19,0,BLANK
-1,-1,2,36,7,YB0_S7,6,20,0,BLANK
1,1,2,36,7,YB0_S7,6,21,0,BLANK
-1,-1,3,36,7,YB0_S7,7,49,0,BLANK
1,1,3,36,7,YB0_S7,6,18,0,BLANK
-1,-1,4,36,7,YB0_S7,7,47,0,BLANK
1,1,4,36,7,YB0_S7,7,34,0,BLANK
-1,-1,5,36,7,YB-1_S7,6,16,-1,BLANK
1,1,5,36,7,YB+1_S7,6,16,1,BLANK
-1,-1,6,36,7,YB-1_S7,6,13,-1,BLANK
1,1,6,36,7,YB+1_S7,6,13,1,BLANK
-1,-1,7,36,7,YB-1_S7,6,10,-1,BLANK
1,1,7,36,7,YB+1_S7,6,10,1,BLANK
-1,-1,8,36,7,YB-1_S7,7,45,-1,BLANK
1,1,8,36,7,YB+1_S7,7,45,1,BLANK
-1,-1,9,36,7,YB-1_S7,7,42,-1,BLANK
1,1,9,36,7,YB+1_S7,7,42,1,BLANK
-1,-1,10,36,7,YB-1_S7,7,39,-1,BLANK
1,1,10,36,7,YB+1_S7,7,39,1,BLANK
-1,-1,11,36,7,YB-2_S7,7,42,-2,BLANK
1,1,11,36,7,YB+2_S7,7,42,2,BLANK
-1,-1,12,36,7,YB-2_S7,7,39,-2,BLANK
1,1,12,36,7,YB+2_S7,7,39,2,BLANK
-1,-1,13,36,7,YB-2_S7,7,36,-2,BLANK
1,1,13,36,7,YB+2_S7,7,36,2,BLANK
-1,-1,14,36,7,YB-2_S7,7,33,-2,BLANK
1,1,14,36,7,YB+2_S7,7,33,2,BLANK
-1,-1,15,36,7,YB-2_S7,7,30,-2,BLANK
1,1,15,36,7,YB+2_S7,7,30,2,BLANK
-1,-1,1,37,7,YB0_S7,7,45,0,BLANK
1,1,1,37,7,YB0_S7,6,14,0,BLANK
-1,-1,2,37,7,YB0_S7,6,15,0,BLANK
1,1,2,37,7,YB0_S7,6,9,0,BLANK
-1,-1,3,37,7,YB0_S7,7,46,0,BLANK
1,1,3,37,7,YB0_S7,6,8,0,BLANK
-1,-1,4,37,7,YB0_S7,7,44,0,BLANK
1,1,4,37,7,YB0_S7,7,31,0,BLANK
-1,-1,5,37,7,YB-1_S7,6,15,-1,BLANK
1,1,5,37,7,YB+1_S7,6,15,1,BLANK
-1,-1,6,37,7,YB-1_S7,6,12,-1,BLANK
1,1,6,37,7,YB+1_S7,6,12,1,BLANK
-1,-1,7,37,7,YB-1_S7,6,9,-1,BLANK
1,1,7,37,7,YB+1_S7,6,9,1,BLANK
-1,-1,8,37,7,YB-1_S7,7,44,-1,BLANK
1,1,8,37,7,YB+1_S7,7,44,1,BLANK
-1,-1,9,37,7,YB-1_S7,7,41,-1,BLANK
1,1,9,37,7,YB+1_S7,7,41,1,BLANK
-1,-1,10,37,7,YB-1_S7,7,38,-1,BLANK
1,1,10,37,7,YB+1_S7,7,38,1,BLANK
-1,-1,11,37,7,YB-2_S7,7,41,-2,BLANK
1,1,11,37,7,YB+2_S7,7,41,2,BLANK
-1,-1,12,37,7,YB-2_S7,7,38,-2,BLANK
1,1,12,37,7,YB+2_S7,7,38,2,BLANK
-1,-1,13,37,7,YB-2_S7,7,35,-2,BLANK
1,1,13,37,7,YB+2_S7,7,35,2,BLANK
-1,-1,14,37,7,YB-2_S7,7,32,-2,BLANK
1,1,14,37,7,YB+2_S7,7,32,2,BLANK
-1,-1,15,37,7,YB-2_S7,7,29,-2,BLANK
1,1,15,37,7,YB+2_S7,7,29,2,BLANK
-1,-1,1,38,7,YB0_S7,7,42,0,BLANK
1,1,1,38,7,YB0_S7,6,12,0,BLANK
-1,-1,2,38,7,YB0_S7,6,13,0,BLANK
1,1,2,38,7,YB0_S7,6,11,0,BLANK
-1,-1,3,38,7,YB0_S7,7,43,0,BLANK
1,1,3,38,7,YB0_S7,6,10,0,BLANK
-1,-1,4,38,7,YB0_S7,7,41,0,BLANK
1,1,4,38,7,YB0_S7,7,32,0,BLANK
-1,-1,5,38,7,YB-1_S7,6,8,-1,BLANK
1,1,5,38,7,YB+1_S7,6,8,1,BLANK
-1,-1,6,38,7,YB-1_S7,6,5,-1,BLANK
1,1,6,38,7,YB+1_S7,6,5,1,BLANK
-1,-1,7,38,7,YB-1_S7,6,2,-1,BLANK
1,1,7,38,7,YB+1_S7,6,2,1,BLANK
-1,-1,8,38,7,YB-1_S7,7,37,-1,BLANK
1,1,8,38,7,YB+1_S7,7,37,1,BLANK
-1,-1,9,38,7,YB-1_S7,7,34,-1,BLANK
1,1,9,38,7,YB+1_S7,7,34,1,BLANK
-1,-1,10,38,7,YB-1_S7,7,31,-1,BLANK
1,1,10,38,7,YB+1_S7,7,31,1,BLANK
-1,-1,11,38,7,YB-2_S7,6,14,-2,BLANK
1,1,11,38,7,YB+2_S7,6,14,2,BLANK
-1,-1,12,38,7,YB-2_S7,6,11,-2,BLANK
1,1,12,38,7,YB+2_S7,6,11,2,BLANK
-1,-1,13,38,7,YB-2_S7,6,8,-2,BLANK
1,1,13,38,7,YB+2_S7,6,8,2,BLANK
-1,-1,14,38,7,YB-2_S7,6,5,-2,BLANK
1,1,14,38,7,YB+2_S7,6,5,2,BLANK
-1,-1,15,38,7,YB-2_S7,6,2,-2,BLANK
1,1,15,38,7,YB+2_S7,6,2,2,BLANK
-1,-1,1,39,7,YB0_S7,7,39,0,BLANK
1,1,1,39,7,YB0_S7,6,6,0,BLANK
-1,-1,2,39,7,YB0_S7,6,7,0,BLANK
1,1,2,39,7,YB0_S7,6,1,0,BLANK
-1,-1,3,39,7,YB0_S7,7,40,0,BLANK
1,1,3,39,7,YB0_S7,6,0,0,BLANK
-1,-1,4,39,7,YB0_S7,7,38,0,BLANK
1,1,4,39,7,YB0_S7,7,29,0,BLANK
-1,-1,5,39,7,YB-1_S7,6,7,-1,BLANK
1,1,5,39,7,YB+1_S7,6,7,1,BLANK
-1,-1,6,39,7,YB-1_S7,6,4,-1,BLANK
1,1,6,39,7,YB+1_S7,6,4,1,BLANK
-1,-1,7,39,7,YB-1_S7,6,1,-1,BLANK
1,1,7,39,7,YB+1_S7,6,1,1,BLANK
-1,-1,8,39,7,YB-1_S7,7,36,-1,BLANK
1,1,8,39,7,YB+1_S7,7,36,1,BLANK
-1,-1,9,39,7,YB-1_S7,7,33,-1,BLANK
1,1,9,39,7,YB+1_S7,7,33,1,BLANK
-1,-1,10,39,7,YB-1_S7,7,30,-1,BLANK
1,1,10,39,7,YB+1_S7,7,30,1,BLANK
-1,-1,11,39,7,YB-2_S7,6,13,-2,BLANK
1,1,11,39,7,YB+2_S7,6,13,2,BLANK
-1,-1,12,39,7,YB-2_S7,6,10,-2,BLANK
1,1,12,39,7,YB+2_S7,6,10,2,BLANK
-1,-1,13,39,7,YB-2_S7,6,7,-2,BLANK
1,1,13,39,7,YB+2_S7,6,7,2,BLANK
-1,-1,14,39,7,YB-2_S7,6,4,-2,BLANK
1,1,14,39,7,YB+2_S7,6,4,2,BLANK
-1,-1,15,39,7,YB-2_S7,6,1,-2,BLANK
1,1,15,39,7,YB+2_S7,6,1,2,BLANK
-1,-1,1,40,7,YB0_S7,7,36,0,BLANK
1,1,1,40,7,YB0_S7,6,3,0,BLANK
-1,-1,2,40,7,YB0_S7,6,4,0,BLANK
1,1,2,40,7,YB0_S7,6,5,0,BLANK
-1,-1,3,40,7,YB0_S7,7,37,0,BLANK
1,1,3,40,7,YB0_S7,6,2,0,BLANK
-1,-1,4,40,7,YB0_S7,7,35,0,BLANK
1,1,4,40,7,YB0_S7,7,30,0,BLANK
-1,-1,5,40,7,YB-1_S7,6,6,-1,BLANK
1,1,5,40,7,YB+1_S7,6,6,1,BLANK
-1,-1,6,40,7,YB-1_S7,6,3,-1,BLANK
1,1,6,40,7,YB+1_S7,6,3,1,BLANK
-1,-1,7,40,7,YB-1_S7,6,0,-1,BLANK
1,1,7,40,7,YB+1_S7,6,0,1,BLANK
-1,-1,8,40,7,YB-1_S7,7,35,-1,BLANK
1,1,8,40,7,YB+1_S7,7,35,1,BLANK
-1,-1,9,40,7,YB-1_S7,7,32,-1,BLANK
1,1,9,40,7,YB+1_S7,7,32,1,BLANK
-1,-1,10,40,7,YB-1_S7,7,29,-1,BLANK
1,1,10,40,7,YB+1_S7,7,29,1,BLANK
-1,-1,11,40,7,YB-2_S7,6,12,-2,BLANK
1,1,11,40,7,YB+2_S7,6,12,2,BLANK
-1,-1,12,40,7,YB-2_S7,6,9,-2,BLANK
1,1,12,40,7,YB+2_S7,6,9,2,BLANK
-1,-1,13,40,7,YB-2_S7,6,6,-2,BLANK
1,1,13,40,7,YB+2_S7,6,6,2,BLANK
-1,-1,14,40,7,YB-2_S7,6,3,-2,BLANK
1,1,14,40,7,YB+2_S7,6,3,2,BLANK
-1,-1,15,40,7,YB-2_S7,6,0,-2,BLANK
1,1,15,40,7,YB+2_S7,6,0,2,BLANK
-1,-1,1,41,8,YB0_S8,6,22,0,BLANK
1,1,1,41,8,YB0_S8,7,52,0,BLANK
-1,-1,2,41,8,YB0_S8,6,23,0,BLANK
1,1,2,41,8,YB0_S8,6,21,0,BLANK
-1,-1,3,41,8,YB0_S8,6,18,0,BLANK
1,1,3,41,8,YB0_S8,7,51,0,BLANK
-1,-1,4,41,8,YB0_S8,7,34,0,BLANK
1,1,4,41,8,YB0_S8,7,50,0,BLANK
-1,-1,5,41,8,YB-1_S8,6,15,-1,BLANK
1,1,5,41,8,YB+1_S8,6,15,1,BLANK
-1,-1,6,41,8,YB-1_S8,6,12,-1,BLANK
1,1,6,41,8,YB+1_S8,6,12,1,BLANK
-1,-1,7,41,8,YB-1_S8,6,9,-1,BLANK
1,1,7,41,8,YB+1_S8,6,9,1,BLANK
-1,-1,8,41,8,YB-1_S8,7,44,-1,BLANK
1,1,8,41,8,YB+1_S8,7,44,1,BLANK
-1,-1,9,41,8,YB-1_S8,7,41,-1,BLANK
1,1,9,41,8,YB+1_S8,7,41,1,BLANK
-1,-1,10,41,8,YB-1_S8,7,38,-1,BLANK
1,1,10,41,8,YB+1_S8,7,38,1,BLANK
-1,-1,11,41,8,YB-2_S8,7,41,-2,BLANK
1,1,11,41,8,YB+2_S8,7,41,2,BLANK
-1,-1,12,41,8,YB-2_S8,7,38,-2,BLANK
1,1,12,41,8,YB+2_S8,7,38,2,BLANK
-1,-1,13,41,8,YB-2_S8,7,35,-2,BLANK
1,1,13,41,8,YB+2_S8,7,35,2,BLANK
-1,-1,14,41,8,YB-2_S8,7,32,-2,BLANK
1,1,14,41,8,YB+2_S8,7,32,2,BLANK
-1,-1,15,41,8,YB-2_S8,7,29,-2,BLANK
1,1,15,41,8,YB+2_S8,7,29,2,BLANK
-1,-1,1,42,8,YB0_S8,6,20,0,BLANK
1,1,1,42,8,YB0_S8,7,49,0,BLANK
-1,-1,2,42,8,YB0_S8,6,17,0,BLANK
1,1,2,42,8,YB0_S8,6,19,0,BLANK
-1,-1,3,42,8,YB0_S8,6,16,0,BLANK
1,1,3,42,8,YB0_S8,7,48,0,BLANK
-1,-1,4,42,8,YB0_S8,7,33,0,BLANK
1,1,4,42,8,YB0_S8,7,47,0,BLANK
-1,-1,5,42,8,YB-1_S8,6,16,-1,BLANK
1,1,5,42,8,YB+1_S8,6,16,1,BLANK
-1,-1,6,42,8,YB-1_S8,6,13,-1,BLANK
1,1,6,42,8,YB+1_S8,6,13,1,BLANK
-1,-1,7,42,8,YB-1_S8,6,10,-1,BLANK
1,1,7,42,8,YB+1_S8,6,10,1,BLANK
-1,-1,8,42,8,YB-1_S8,7,45,-1,BLANK
1,1,8,42,8,YB+1_S8,7,45,1,BLANK
-1,-1,9,42,8,YB-1_S8,7,42,-1,BLANK
1,1,9,42,8,YB+1_S8,7,42,1,BLANK
-1,-1,10,42,8,YB-1_S8,7,39,-1,BLANK
1,1,10,42,8,YB+1_S8,7,39,1,BLANK
-1,-1,11,42,8,YB-2_S8,7,42,-2,BLANK
1,1,11,42,8,YB+2_S8,7,42,2,BLANK
-1,-1,12,42,8,YB-2_S8,7,39,-2,BLANK
1,1,12,42,8,YB+2_S8,7,39,2,BLANK
-1,-1,13,42,8,YB-2_S8,7,36,-2,BLANK
1,1,13,42,8,YB+2_S8,7,36,2,BLANK
-1,-1,14,42,8,YB-2_S8,7,33,-2,BLANK
1,1,14,42,8,YB+2_S8,7,33,2,BLANK
-1,-1,15,42,8,YB-2_S8,7,30,-2,BLANK
1,1,15,42,8,YB+2_S8,7,30,2,BLANK
-1,-1,1,43,8,YB0_S8,6,14,0,BLANK
1,1,1,43,8,YB0_S8,7,46,0,BLANK
-1,-1,2,43,8,YB0_S8,6,15,0,BLANK
1,1,2,43,8,YB0_S8,6,13,0,BLANK
-1,-1,3,43,8,YB0_S8,6,10,0,BLANK
1,1,3,43,8,YB0_S8,7,45,0,BLANK
-1,-1,4,43,8,YB0_S8,7,32,0,BLANK
1,1,4,43,8,YB0_S8,7,44,0,BLANK
-1,-1,5,43,8,YB-1_S8,6,17,-1,BLANK
1,1,5,43,8,YB+1_S8,6,17,1,BLANK
-1,-1,6,43,8,YB-1_S8,6,14,-1,BLANK
1,1,6,43,8,YB+1_S8,6,14,1,BLANK
-1,-1,7,43,8,YB-1_S8,6,11,-1,BLANK
1,1,7,43,8,YB+1_S8,6,11,1,BLANK
-1,-1,8,43,8,YB-1_S8,7,46,-1,BLANK
1,1,8,43,8,YB+1_S8,7,46,1,BLANK
-1,-1,9,43,8,YB-1_S8,7,43,-1,BLANK
1,1,9,43,8,YB+1_S8,7,43,1,BLANK
-1,-1,10,43,8,YB-1_S8,7,40,-1,BLANK
1,1,10,43,8,YB+1_S8,7,40,1,BLANK
-1,-1,11,43,8,YB-2_S8,7,43,-2,BLANK
1,1,11,43,8,YB+2_S8,7,43,2,BLANK
-1,-1,12,43,8,YB-2_S8,7,40,-2,BLANK
1,1,12,43,8,YB+2_S8,7,40,2,BLANK
-1,-1,13,43,8,YB-2_S8,7,37,-2,BLANK
1,1,13,43,8,YB+2_S8,7,37,2,BLANK
-1,-1,14,43,8,YB-2_S8,7,34,-2,BLANK
1,1,14,43,8,YB+2_S8,7,34,2,BLANK
-1,-1,15,43,8,YB-2_S8,7,31,-2,BLANK
1,1,15,43,8,YB+2_S8,7,31,2,BLANK
-1,-1,1,44,8,YB0_S8,6,12,0,BLANK
1,1,1,44,8,YB0_S8,7,43,0,BLANK
-1,-1,2,44,8,YB0_S8,6,9,0,BLANK
1,1,2,44,8,YB0_S8,6,11,0,BLANK
-1,-1,3,44,8,YB0_S8,6,8,0,BLANK
1,1,3,44,8,YB0_S8,7,42,0,BLANK
-1,-1,4,44,8,YB0_S8,7,31,0,BLANK
1,1,4,44,8,YB0_S8,7,41,0,BLANK
-1,-1,5,44,8,YB-1_S8,6,6,-1,BLANK
1,1,5,44,8,YB+1_S8,6,6,1,BLANK
-1,-1,6,44,8,YB-1_S8,6,3,-1,BLANK
1,1,6,44,8,YB+1_S8,6,3,1,BLANK
-1,-1,7,44,8,YB-1_S8,6,0,-1,BLANK
1,1,7,44,8,YB+1_S8,6,0,1,BLANK
-1,-1,8,44,8,YB-1_S8,7,35,-1,BLANK
1,1,8,44,8,YB+1_S8,7,35,1,BLANK
-1,-1,9,44,8,YB-1_S8,7,32,-1,BLANK
1,1,9,44,8,YB+1_S8,7,32,1,BLANK
-1,-1,10,44,8,YB-1_S8,7,29,-1,BLANK
1,1,10,44,8,YB+1_S8,7,29,1,BLANK
-1,-1,11,44,8,YB-2_S8,6,12,-2,BLANK
1,1,11,44,8,YB+2_S8,6,12,2,BLANK
-1,-1,12,44,8,YB-2_S8,6,9,-2,BLANK
1,1,12,44,8,YB+2_S8,6,9,2,BLANK
-1,-1,13,44,8,YB-2_S8,6,6,-2,BLANK
1,1,13,44,8,YB+2_S8,6,6,2,BLANK
-1,-1,14,44,8,YB-2_S8,6,3,-2,BLANK
1,1,14,44,8,YB+2_S8,6,3,2,BLANK
-1,-1,15,44,8,YB-2_S8,6,0,-2,BLANK
1,1,15,44,8,YB+2_S8,6,0,2,BLANK
-1,-1,1,45,8,YB0_S8,6,6,0,BLANK
1,1,1,45,8,YB0_S8,7,40,0,BLANK
-1,-1,2,45,8,YB0_S8,6,7,0,BLANK
1,1,2,45,8,YB0_S8,6,5,0,BLANK
-1,-1,3,45,8,YB0_S8,6,2,0,BLANK
1,1,3,45,8,YB0_S8,7,39,0,BLANK
-1,-1,4,45,8,YB0_S8,7,30,0,BLANK
1,1,4,45,8,YB0_S8,7,38,0,BLANK
-1,-1,5,45,8,YB-1_S8,6,7,-1,BLANK
1,1,5,45,8,YB+1_S8,6,7,1,BLANK
-1,-1,6,45,8,YB-1_S8,6,4,-1,BLANK
1,1,6,45,8,YB+1_S8,6,4,1,BLANK
-1,-1,7,45,8,YB-1_S8,6,1,-1,BLANK
1,1,7,45,8,YB+1_S8,6,1,1,BLANK
-1,-1,8,45,8,YB-1_S8,7,36,-1,BLANK
1,1,8,45,8,YB+1_S8,7,36,1,BLANK
-1,-1,9,45,8,YB-1_S8,7,33,-1,BLANK
1,1,9,45,8,YB+1_S8,7,33,1,BLANK
-1,-1,10,45,8,YB-1_S8,7,30,-1,BLANK
1,1,10,45,8,YB+1_S8,7,30,1,BLANK
-1,-1,11,45,8,YB-2_S8,6,13,-2,BLANK
1,1,11,45,8,YB+2_S8,6,13,2,BLANK
-1,-1,12,45,8,YB-2_S8,6,10,-2,BLANK
1,1,12,45,8,YB+2_S8,6,10,2,BLANK
-1,-1,13,45,8,YB-2_S8,6,7,-2,BLANK
1,1,13,45,8,YB+2_S8,6,7,2,BLANK
-1,-1,14,45,8,YB-2_S8,6,4,-2,BLANK
1,1,14,45,8,YB+2_S8,6,4,2,BLANK
-1,-1,15,45,8,YB-2_S8,6,1,-2,BLANK
1,1,15,45,8,YB+2_S8,6,1,2,BLANK
-1,-1,1,46,8,YB0_S8,6,4,0,BLANK
1,1,1,46,8,YB0_S8,7,37,0,BLANK
-1,-1,2,46,8,YB0_S8,6,1,0,BLANK
1,1,2,46,8,YB0_S8,6,3,0,BLANK
-1,-1,3,46,8,YB0_S8,6,0,0,BLANK
1,1,3,46,8,YB0_S8,7,36,0,BLANK
-1,-1,4,46,8,YB0_S8,7,29,0,BLANK
1,1,4,46,8,YB0_S8,7,35,0,BLANK
-1,-1,5,46,8,YB-1_S8,6,8,-1,BLANK
1,1,5,46,8,YB+1_S8,6,8,1,BLANK
-1,-1,6,46,8,YB-1_S8,6,5,-1,BLANK
1,1,6,46,8,YB+1_S8,6,5,1,BLANK
-1,-1,7,46,8,YB-1_S8,6,2,-1,BLANK
1,1,7,46,8,YB+1_S8,6,2,1,BLANK
-1,-1,8,46,8,YB-1_S8,7,37,-1,BLANK
1,1,8,46,8,YB+1_S8,7,37,1,BLANK
-1,-1,9,46,8,YB-1_S8,7,34,-1,BLANK
1,1,9,46,8,YB+1_S8,7,34,1,BLANK
-1,-1,10,46,8,YB-1_S8,7,31,-1,BLANK
1,1,10,46,8,YB+1_S8,7,31,1,BLANK
-1,-1,11,46,8,YB-2_S8,6,14,-2,BLANK
1,1,11,46,8,YB+2_S8,6,14,2,BLANK
-1,-1,12,46,8,YB-2_S8,6,11,-2,BLANK
1,1,12,46,8,YB+2_S8,6,11,2,BLANK
-1,-1,13,46,8,YB-2_S8,6,8,-2,BLANK
1,1,13,46,8,YB+2_S8,6,8,2,BLANK
-1,-1,14,46,8,YB-2_S8,6,5,-2,BLANK
1,1,14,46,8,YB+2_S8,6,5,2,BLANK
-1,-1,15,46,8,YB-2_S8,6,2,-2,BLANK
1,1,15,46,8,YB+2_S8,6,2,2,BLANK
-1,-1,1,47,9,YB0_S9,6,22,0,BLANK
1,1,1,47,9,YB0_S9,7,52,0,BLANK
