side,side,eta,phi,sector,TwinMux,TwinMux_link,TwinMux_bit,ring,BLANK
1,1,8,62,11,YB+1_S11,7,37,1,BLANK
-1,-1,9,62,11,YB-1_S11,7,34,-1,BLANK
1,1,9,62,11,YB+1_S11,7,34,1,BLANK
-1,-1,10,62,11,YB-1_S11,7,31,-1,BLANK
1,1,10,62,11,YB+1_S11,7,31,1,BLANK
-1,-1,11,62,11,YB-2_S11,6,14,-2,BLANK
1,1,11,62,11,YB+2_S11,6,14,2,BLANK
-1,-1,12,62,11,YB-2_S11,6,11,-2,BLANK
1,1,12,62,11,YB+2_S11,6,11,2,BLANK
-1,-1,13,62,11,YB-2_S11,6,8,-2,BLANK
1,1,13,62,11,YB+2_S11,6,8,2,BLANK
-1,-1,14,62,11,YB-2_S11,6,5,-2,BLANK
1,1,14,62,11,YB+2_S11,6,5,2,BLANK
-1,-1,15,62,11,YB-2_S11,6,2,-2,BLANK
1,1,15,62,11,YB+2_S11,6,2,2,BLANK
-1,-1,1,63,11,YB0_S11,7,39,0,BLANK
1,1,1,63,11,YB0_S11,6,6,0,BLANK
-1,-1,2,63,11,YB0_S11,6,7,0,BLANK
1,1,2,63,11,YB0_S11,6,1,0,BLANK
-1,-1,3,63,11,YB0_S11,7,40,0,BLANK
1,1,3,63,11,YB0_S11,6,0,0,BLANK
-1,-1,4,63,11,YB0_S11,7,38,0,BLANK
1,1,4,63,11,YB0_S11,7,29,0,BLANK
-1,-1,5,63,11,YB-1_S11,6,7,-1,BLANK
1,1,5,63,11,YB+1_S11,6,7,1,BLANK
-1,-1,6,63,11,YB-1_S11,6,4,-1,BLANK
1,1,6,63,11,YB+1_S11,6,4,1,BLANK
-1,-1,7,63,11,YB-1_S11,6,1,-1,BLANK
1,1,7,63,11,YB+1_S11,6,1,1,BLANK
-1,-1,8,63,11,YB-1_S11,7,36,-1,BLANK
1,1,8,63,11,YB+1_S11,7,36,1,BLANK
-1,-1,9,63,11,YB-1_S11,7,33,-1,BLANK
1,1,9,63,11,YB+1_S11,7,33,1,BLANK
-1,-1,10,63,11,YB-1_S11,7,30,-1,BLANK
1,1,10,63,11,YB+1_S11,7,30,1,BLANK
-1,-1,11,63,11,YB-2_S11,6,13,-2,BLANK
1,1,11,63,11,YB+2_S11,6,13,2,BLANK
-1,-1,12,63,11,YB-2_S11,6,10,-2,BLANK
1,1,12,63,11,YB+2_S11,6,10,2,BLANK
-1,-1,13,63,11,YB-2_S11,6,7,-2,BLANK
1,1,13,63,11,YB+2_S11,6,7,2,BLANK
-1,-1,14,63,11,YB-2_S11,6,4,-2,BLANK
1,1,14,63,11,YB+2_S11,6,4,2,BLANK
-1,-1,15,63,11,YB-2_S11,6,1,-2,BLANK
1,1,15,63,11,YB+2_S11,6,1,2,BLANK
-1,-1,1,64,11,YB0_S11,7,36,0,BLANK
1,1,1,64,11,YB0_S11,6,3,0,BLANK
-1,-1,2,64,11,YB0_S11,6,4,0,BLANK
1,1,2,64,11,YB0_S11,6,5,0,BLANK
-1,-1,3,64,11,YB0_S11,7,37,0,BLANK
1,1,3,64,11,YB0_S11,6,2,0,BLANK
-1,-1,4,64,11,YB0_S11,7,35,0,BLANK
1,1,4,64,11,YB0_S11,7,30,0,BLANK
-1,-1,5,64,11,YB-1_S11,6,6,-1,BLANK
1,1,5,64,11,YB+1_S11,6,6,1,BLANK
-1,-1,6,64,11,YB-1_S11,6,3,-1,BLANK
1,1,6,64,11,YB+1_S11,6,3,1,BLANK
-1,-1,7,64,11,YB-1_S11,6,0,-1,BLANK
1,1,7,64,11,YB+1_S11,6,0,1,BLANK
-1,-1,8,64,11,YB-1_S11,7,35,-1,BLANK
1,1,8,64,11,YB+1_S11,7,35,1,BLANK
-1,-1,9,64,11,YB-1_S11,7,32,-1,BLANK
1,1,9,64,11,YB+1_S11,7,32,1,BLANK
-1,-1,10,64,11,YB-1_S11,7,29,-1,BLANK
1,1,10,64,11,YB+1_S11,7,29,1,BLANK
-1,-1,11,64,11,YB-2_S11,6,12,-2,BLANK
1,1,11,64,11,YB+2_S11,6,12,2,BLANK
-1,-1,12,64,11,YB-2_S11,6,9,-2,BLANK
1,1,12,64,11,YB+2_S11,6,9,2,BLANK
-1,-1,13,64,11,YB-2_S11,6,6,-2,BLANK
1,1,13,64,11,YB+2_S11,6,6,2,BLANK
-1,-1,14,64,11,YB-2_S11,6,3,-2,BLANK
1,1,14,64,11,YB+2_S11,6,3,2,BLANK
-1,-1,15,64,11,YB-2_S11,6,0,-2,BLANK
1,1,15,64,11,YB+2_S11,6,0,2,BLANK
-1,-1,1,65,12,YB0_S12,6,22,0,BLANK
1,1,1,65,12,YB0_S12,7,52,0,BLANK
-1,-1,2,65,12,YB0_S12,6,23,0,BLANK
1,1,2,65,12,YB0_S12,6,21,0,BLANK
-1,-1,3,65,12,YB0_S12,6,18,0,BLANK
1,1,3,65,12,YB0_S12,7,51,0,BLANK
-1,-1,4,65,12,YB0_S12,7,34,0,BLANK
1,1,4,65,12,YB0_S12,7,50,0,BLANK
-1,-1,5,65,12,YB-1_S12,6,15,-1,BLANK
1,1,5,65,12,YB+1_S12,6,15,1,BLANK
-1,-1,6,65,12,YB-1_S12,6,12,-1,BLANK
1,1,6,65,12,YB+1_S12,6,12,1,BLANK
-1,-1,7,65,12,YB-1_S12,6,9,-1,BLANK
1,1,7,65,12,YB+1_S12,6,9,1,BLANK
-1,-1,8,65,12,YB-1_S12,7,44,-1,BLANK
1,1,8,65,12,YB+1_S12,7,44,1,BLANK
-1,-1,9,65,12,YB-1_S12,7,41,-1,BLANK
1,1,9,65,12,YB+1_S12,7,41,1,BLANK
-1,-1,10,65,12,YB-1_S12,7,38,-1,BLANK
1,1,10,65,12,YB+1_S12,7,38,1,BLANK
-1,-1,11,65,12,YB-2_S12,7,41,-2,BLANK
1,1,11,65,12,YB+2_S12,7,41,2,BLANK
-1,-1,12,65,12,YB-2_S12,7,38,-2,BLANK
1,1,12,65,12,YB+2_S12,7,38,2,BLANK
-1,-1,13,65,12,YB-2_S12,7,35,-2,BLANK
1,1,13,65,12,YB+2_S12,7,35,2,BLANK
-1,-1,14,65,12,YB-2_S12,7,32,-2,BLANK
1,1,14,65,12,YB+2_S12,7,32,2,BLANK
-1,-1,15,65,12,YB-2_S12,7,29,-2,BLANK
1,1,15,65,12,YB+2_S12,7,29,2,BLANK
-1,-1,1,66,12,YB0_S12,6,20,0,BLANK
1,1,1,66,12,YB0_S12,7,49,0,BLANK
-1,-1,2,66,12,YB0_S12,6,17,0,BLANK
1,1,2,66,12,YB0_S12,6,19,0,BLANK
-1,-1,3,66,12,YB0_S12,6,16,0,BLANK
1,1,3,66,12,YB0_S12,7,48,0,BLANK
-1,-1,4,66,12,YB0_S12,7,33,0,BLANK
1,1,4,66,12,YB0_S12,7,47,0,BLANK
-1,-1,5,66,12,YB-1_S12,6,16,-1,BLANK
1,1,5,66,12,YB+1_S12,6,16,1,BLANK
-1,-1,6,66,12,YB-1_S12,6,13,-1,BLANK
1,1,6,66,12,YB+1_S12,6,13,1,BLANK
-1,-1,7,66,12,YB-1_S12,6,10,-1,BLANK
1,1,7,66,12,YB+1_S12,6,10,1,BLANK
-1,-1,8,66,12,YB-1_S12,7,45,-1,BLANK
1,1,8,66,12,YB+1_S12,7,45,1,BLANK
-1,-1,9,66,12,YB-1_S12,7,42,-1,BLANK
1,1,9,66,12,YB+1_S12,7,42,1,BLANK
-1,-1,10,66,12,YB-1_S12,7,39,-1,BLANK
1,1,10,66,12,YB+1_S12,7,39,1,BLANK
-1,-1,11,66,12,YB-2_S12,7,42,-2,BLANK
1,1,11,66,12,YB+2_S12,7,42,2,BLANK
-1,-1,12,66,12,YB-2_S12,7,39,-2,BLANK
1,1,12,66,12,YB+2_S12,7,39,2,BLANK
-1,-1,13,66,12,YB-2_S12,7,36,-2,BLANK
1,1,13,66,12,YB+2_S12,7,36,2,BLANK
-1,-1,14,66,12,YB-2_S12,7,33,-2,BLANK
1,1,14,66,12,YB+2_S12,7,33,2,BLANK
-1,-1,15,66,12,YB-2_S12,7,30,-2,BLANK
1,1,15,66,12,YB+2_S12,7,30,2,BLANK
-1,-1,1,67,12,YB0_S12,6,14,0,BLANK
1,1,1,67,12,YB0_S12,7,46,0,BLANK
-1,-1,2,67,12,YB0_S12,6,15,0,BLANK
1,1,2,67,12,YB0_S12,6,13,0,BLANK
-1,-1,3,67,12,YB0_S12,6,10,0,BLANK
1,1,3,67,12,YB0_S12,7,45,0,BLANK
-1,-1,4,67,12,YB0_S12,7,32,0,BLANK
1,1,4,67,12,YB0_S12,7,44,0,BLANK
-1,-1,5,67,12,YB-1_S12,6,17,-1,BLANK
1,1,5,67,12,YB+1_S12,6,17,1,BLANK
-1,-1,6,67,12,YB-1_S12,6,14,-1,BLANK
1,1,6,67,12,YB+1_S12,6,14,1,BLANK
-1,-1,7,67,12,YB-1_S12,6,11,-1,BLANK
1,1,7,67,12,YB+1_S12,6,11,1,BLANK
-1,-1,8,67,12,YB-1_S12,7,46,-1,BLANK
1,1,8,67,12,YB+1_S12,7,46,1,BLANK
-1,-1,9,67,12,YB-1_S12,7,43,-1,BLANK
1,1,9,67,12,YB+1_S12,7,43,1,BLANK
-1,-1,10,67,12,YB-1_S12,7,40,-1,BLANK
1,1,10,67,12,YB+1_S12,7,40,1,BLANK
-1,-1,11,67,12,YB-2_S12,7,43,-2,BLANK
1,1,11,67,12,YB+2_S12,7,43,2,BLANK
-1,-1,12,67,12,YB-2_S12,7,40,-2,BLANK
1,1,12,67,12,YB+2_S12,7,40,2,BLANK
-1,-1,13,67,12,YB-2_S12,7,37,-2,BLANK
1,1,13,67,12,YB+2_S12,7,37,2,BLANK
-1,-1,14,67,12,YB-2_S12,7,34,-2,BLANK
1,1,14,67,12,YB+2_S12,7,34,2,BLANK
-1,-1,15,67,12,YB-2_S12,7,31,-2,BLANK
1,1,15,67,12,YB+2_S12,7,31,2,BLANK
-1,-1,1,68,12,YB0_S12,6,12,0,BLANK
1,1,1,68,12,YB0_S12,7,43,0,BLANK
-1,-1,2,68,12,YB0_S12,6,9,0,BLANK
1,1,2,68,12,YB0_S12,6,11,0,BLANK
-1,-1,3,68,12,YB0_S12,6,8,0,BLANK
1,1,3,68,12,YB0_S12,7,42,0,BLANK
-1,-1,4,68,12,YB0_S12,7,31,0,BLANK
1,1,4,68,12,YB0_S12,7,41,0,BLANK
-1,-1,5,68,12,YB-1_S12,6,6,-1,BLANK
1,1,5,68,12,YB+1_S12,6,6,1,BLANK
-1,-1,6,68,12,YB-1_S12,6,3,-1,BLANK
1,1,6,68,12,YB+1_S12,6,3,1,BLANK
-1,-1,7,68,12,YB-1_S12,6,0,-1,BLANK
1,1,7,68,12,YB+1_S12,6,0,1,BLANK
-1,-1,8,68,12,YB-1_S12,7,35,-1,BLANK
1,1,8,68,12,YB+1_S12,7,35,1,BLANK
-1,-1,9,68,12,YB-1_S12,7,32,-1,BLANK
1,1,9,68,12,YB+1_S12,7,32,1,BLANK
-1,-1,10,68,12,YB-1_S12,7,29,-1,BLANK
1,1,10,68,12,YB+1_S12,7,29,1,BLANK
-1,-1,11,68,12,YB-2_S12,6,12,-2,BLANK
1,1,11,68,12,YB+2_S12,6,12,2,BLANK
-1,-1,12,68,12,YB-2_S12,6,9,-2,BLANK
1,1,12,68,12,YB+2_S12,6,9,2,BLANK
-1,-1,13,68,12,YB-2_S12,6,6,-2,BLANK
1,1,13,68,12,YB+2_S12,6,6,2,BLANK
-1,-1,14,68,12,YB-2_S12,6,3,-2,BLANK
1,1,14,68,12,YB+2_S12,6,3,2,BLANK
-1,-1,15,68,12,YB-2_S12,6,0,-2,BLANK
1,1,15,68,12,YB+2_S12,6,0,2,BLANK
-1,-1,1,69,12,YB0_S12,6,6,0,BLANK
1,1,1,69,12,YB0_S12,7,40,0,BLANK
-1,-1,2,69,12,YB0_S12,6,7,0,BLANK
1,1,2,69,12,YB0_S12,6,5,0,BLANK
-1,-1,3,69,12,YB0_S12,6,2,0,BLANK
1,1,3,69,12,YB0_S12,7,39,0,BLANK
-1,-1,4,69,12,YB0_S12,7,30,0,BLANK
1,1,4,69,12,YB0_S12,7,38,0,BLANK
-1,-1,5,69,12,YB-1_S12,6,7,-1,BLANK
1,1,5,69,12,YB+1_S12,6,7,1,BLANK
-1,-1,6,69,12,YB-1_S12,6,4,-1,BLANK
1,1,6,69,12,YB+1_S12,6,4,1,BLANK
-1,-1,7,69,12,YB-1_S12,6,1,-1,BLANK
1,1,7,69,12,YB+1_S12,6,1,1,BLANK
-1,-1,8,69,12,YB-1_S12,7,36,-1,BLANK
1,1,8,69,12,YB+1_S12,7,36,1,BLANK
-1,-1,9,69,12,YB-1_S12,7,33,-1,BLANK
1,1,9,69,12,YB+1_S12,7,33,1,BLANK
-1,-1,10,69,12,YB-1_S12,7,30,-1,BLANK
1,1,10,69,12,YB+1_S12,7,30,1,BLANK
-1,-1,11,69,12,YB-2_S12,6,13,-2,BLANK
1,1,11,69,12,YB+2_S12,6,13,2,BLANK
-1,-1,12,69,12,YB-2_S12,6,10,-2,BLANK
1,1,12,69,12,YB+2_S12,6,10,2,BLANK
-1,-1,13,69,12,YB-2_S12,6,7,-2,BLANK
1,1,13,69,12,YB+2_S12,6,7,2,BLANK
-1,-1,14,69,12,YB-2_S12,6,4,-2,BLANK
1,1,14,69,12,YB+2_S12,6,4,2,BLANK
-1,-1,15,69,12,YB-2_S12,6,1,-2,BLANK
1,1,15,69,12,YB+2_S12,6,1,2,BLANK
-1,-1,1,70,12,YB0_S12,6,4,0,BLANK
1,1,1,70,12,YB0_S12,7,37,0,BLANK
-1,-1,2,70,12,YB0_S12,6,1,0,BLANK
1,1,2,70,12,YB0_S12,6,3,0,BLANK
-1,-1,3,70,12,YB0_S12,6,0,0,BLANK
1,1,3,70,12,YB0_S12,7,36,0,BLANK
-1,-1,4,70,12,YB0_S12,7,29,0,BLANK
1,1,4,70,12,YB0_S12,7,35,0,BLANK
-1,-1,5,70,12,YB-1_S12,6,8,-1,BLANK
1,1,5,70,12,YB+1_S12,6,8,1,BLANK
-1,-1,6,70,12,YB-1_S12,6,5,-1,BLANK
1,1,6,70,12,YB+1_S12,6,5,1,BLANK
-1,-1,7,70,12,YB-1_S12,6,2,-1,BLANK
1,1,7,70,12,YB+1_S12,6,2,1,BLANK
-1,-1,8,70,12,YB-1_S12,7,37,-1,BLANK
1,1,8,70,12,YB+1_S12,7,37,1,BLANK
-1,-1,9,70,12,YB-1_S12,7,34,-1,BLANK
1,1,9,70,12,YB+1_S12,7,34,1,BLANK
-1,-1,10,70,12,YB-1_S12,7,31,-1,BLANK
1,1,10,70,12,YB+1_S12,7,31,1,BLANK
-1,-1,11,70,12,YB-2_S12,6,14,-2,BLANK
1,1,11,70,12,YB+2_S12,6,14,2,BLANK
-1,-1,12,70,12,YB-2_S12,6,11,-2,BLANK
1,1,12,70,12,YB+2_S12,6,11,2,BLANK
-1,-1,13,70,12,YB-2_S12,6,8,-2,BLANK
1,1,13,70,12,YB+2_S12,6,8,2,BLANK
-1,-1,14,70,12,YB-2_S12,6,5,-2,BLANK
1,1,14,70,12,YB+2_S12,6,5,2,BLANK
-1,-1,15,70,12,YB-2_S12,6,2,-2,BLANK
1,1,15,70,12,YB+2_S12,6,2,2,BLANK
-1,-1,1,71,1,YB0_S1,6,22,0,BLANK
1,1,1,71,1,YB0_S1,7,52,0,BLANK
-1,-1,2,71,1,YB0_S1,6,23,0,BLANK
1,1,2,71,1,YB0_S1,6,21,0,BLANK
-1,-1,3,71,1,YB0_S1,6,18,0,BLANK
1,1,3,71,1,YB0_S1,7,51,0,BLANK
-1,-1,4,71,1,YB0_S1,7,34,0,BLANK
1,1,4,71,1,YB0_S1,7,50,0,BLANK
-1,-1,5,71,1,YB-1_S1,6,17,-1,BLANK
1,1,5,71,1,YB+1_S1,6,17,1,BLANK
-1,-1,6,71,1,YB-1_S1,6,14,-1,BLANK
1,1,6,71,1,YB+1_S1,6,14,1,BLANK
-1,-1,7,71,1,YB-1_S1,6,11,-1,BLANK
1,1,7,71,1,YB+1_S1,6,11,1,BLANK
-1,-1,8,71,1,YB-1_S1,7,46,-1,BLANK
1,1,8,71,1,YB+1_S1,7,46,1,BLANK
-1,-1,9,71,1,YB-1_S1,7,43,-1,BLANK
1,1,9,71,1,YB+1_S1,7,43,1,BLANK
-1,-1,10,71,1,YB-1_S1,7,40,-1,BLANK
1,1,10,71,1,YB+1_S1,7,40,1,BLANK
-1,-1,11,71,1,YB-2_S1,7,43,-2,BLANK
1,1,11,71,1,YB+2_S1,7,43,2,BLANK
-1,-1,12,71,1,YB-2_S1,7,40,-2,BLANK
1,1,12,71,1,YB+2_S1,7,40,2,BLANK
-1,-1,13,71,1,YB-2_S1,7,37,-2,BLANK
1,1,13,71,1,YB+2_S1,7,37,2,BLANK
-1,-1,14,71,1,YB-2_S1,7,34,-2,BLANK
1,1,14,71,1,YB+2_S1,7,34,2,BLANK
-1,-1,15,71,1,YB-2_S1,7,31,-2,BLANK
1,1,15,71,1,YB+2_S1,7,31,2,BLANK
-1,-1,1,72,1,YB0_S1,6,20,0,BLANK
1,1,1,72,1,YB0_S1,7,49,0,BLANK
-1,-1,2,72,1,YB0_S1,6,17,0,BLANK
1,1,2,72,1,YB0_S1,6,19,0,BLANK
-1,-1,3,72,1,YB0_S1,6,16,0,BLANK
1,1,3,72,1,YB0_S1,7,48,0,BLANK
-1,-1,4,72,1,YB0_S1,7,33,0,BLANK
1,1,4,72,1,YB0_S1,7,47,0,BLANK
-1,-1,5,72,1,YB-1_S1,6,16,-1,BLANK
1,1,5,72,1,YB+1_S1,6,16,1,BLANK
-1,-1,6,72,1,YB-1_S1,6,13,-1,BLANK
1,1,6,72,1,YB+1_S1,6,13,1,BLANK
-1,-1,7,72,1,YB-1_S1,6,10,-1,BLANK
1,1,7,72,1,YB+1_S1,6,10,1,BLANK
-1,-1,8,72,1,YB-1_S1,7,45,-1,BLANK
1,1,8,72,1,YB+1_S1,7,45,1,BLANK
-1,-1,9,72,1,YB-1_S1,7,42,-1,BLANK
1,1,9,72,1,YB+1_S1,7,42,1,BLANK
-1,-1,10,72,1,YB-1_S1,7,39,-1,BLANK
1,1,10,72,1,YB+1_S1,7,39,1,BLANK
-1,-1,11,72,1,YB-2_S1,7,42,-2,BLANK
1,1,11,72,1,YB+2_S1,7,42,2,BLANK
-1,-1,12,72,1,YB-2_S1,7,39,-2,BLANK
1,1,12,72,1,YB+2_S1,7,39,2,BLANK
-1,-1,13,72,1,YB-2_S1,7,36,-2,BLANK
1,1,13,72,1,YB+2_S1,7,36,2,BLANK
-1,-1,14,72,1,YB-2_S1,7,33,-2,BLANK
1,1,14,72,1,YB+2_S1,7,33,2,BLANK
-1,-1,15,72,1,YB-2_S1,7,30,-2,BLANK
1,1,15,72,1,YB+2_S1,7,30,2,BLANK
